id,parent_asin,author,title,category,publication_year,rating,helpful_vote,text
B09JBJS1MF041,B09JBJS1MF,Ed Yong,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,sm,2022,5.0,79,"There is so much interesting material about animal senses that Yong need not spend much time on his travels and on the scientists involved.  He writes well, emphasizing the basis for the evolution of each sense, physiological, and especially functional.  He always points out the unsolved questions.  For example, the leading theory of how the earth’s magnetic field is sensed involves a quantum interaction between pairs of molecules, a reaction which requires some light and is impacted by the magnetic field.  The candidate molecule pair, in at least some animal’s eyes, has been identified, but not the actual sensory organ.  Besides evolution, another emphasis is all the sensory input around us that we humans are not equipped to recognize, although there are electronic tools to remedy much of that.  I advise the new reader to pay attention to the notes which follow each chapter – many of them are very interesting.   Each sense has its advantages and disadvantages.  For example, smell works around corners and in the dark, and remains after the cause has moved, but it is slow to reach the sensory organ.  Vision can have high resolution, or high sensitivity (requiring little light), but there is a tradeoff between the two.  Most animals that can see color can see UV; it is not known why humans cannot, just conjectures.  I have previously read that human color vision is in part tuned to aid in distinguishing subtle differences in human facial expression.  Incidentally, there are some women with four color cones, not three, which aids them in distinguishing subtle differences in green; this capacity can be tested for, but the subject otherwise does not realize they have a special talent.  A sentence I liked: “The human visual world is in front and humans move into it……  But the avian world is around and birds move through it (i.e. they can see more than 180 degrees, even 360 degrees around their head).”   While reactions to taste are mostly innate, reactions to smell are learned. Elephants can apparently smell better than dogs.  We all know about primary colors, but what this means is that there is no specific light frequency for the color purple, it is developed by our ability to add and subtract the primary color frequencies.  While we have many neurons which register different odors, our subjective consciousness of many odors is also based on combining the reactions of multiple “primary” neurons.   The amount of brain power required to utilize senses, such as echolocation in a bat or dolphin, is very high.  One conjecture about Neanderthals which I have read elsewhere is that more of their brainpower was devoted to vision."
B09JBJS1MF042,B09JBJS1MF,Ed Yong,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,sm,2022,5.0,43,"This book opened my eyes to the different ways that we animals living on this planet perceive the world.  It turns out that there are many more senses other than the five that we were taught about in school.  Some of the ones the author discussed I knew about, but many I had never heard of.  I knew about sonar and echolocation, for example, but animals that can sense magnetic fields?  I highly recommend this book for anyone interested in the natural world.  My thanks to Random House and NetGalley for an advance reader copy of this book.  It was my pleasure to read and review it."
B09JBJS1MF043,B09JBJS1MF,Ed Yong,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,sm,2022,5.0,40,"I heartily recommend this book to anyone with even a hint of curiosity about science and nature. I was impressed not only at the amount of research that has been conducted on animal senses but at the author’s command of the results of that research. For all of the science reviewed, the book is written in a style which makes for easy reading. I am left awestruck at the diversity and ingenuity of animal senses, as well as how much of that sensing is beyond direct human experience. While we are in some ways a uniquely intelligent species (but sadly without commensurate wisdom), our senses capture a tiny amount of the information present in the environment, and we use only a tiny fraction of the communication techniques used by the animal kingdom."
B09JBJS1MF044,B09JBJS1MF,Ed Yong,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,sm,2022,1.0,30,This is a wonderful book and I find it insightfull and most interesting to read. Unfortunately I bought the Kindle version. The print changes scale very often from normal to too tiny to read. It is true that I have some vision loss but I have not encountered this issue with any other books I have purchased as a Kindle book. When I try to adapt the script it is of no or little help. I will buy this book in hardcover as I realy am enjoying it. Whom ever does the editing or transferring it to Kindle has done a very poor job. So buy the book but not this version. I will rethink future Kindle purchases. The book is 5 stars and this version is barely 1.
B09JBJS1MF045,B09JBJS1MF,Ed Yong,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,sm,2022,5.0,16,"This is great read for those of a curious mind. It explores the sensory capabilities of other living creatures with the objective of better understanding their lived experience. Their sensory inputs can be wider or narrower than ours within the realm of the 5 commonly understood senses. Beyond that, we get introduced to other senses that are of major importance to some other species. It's eye opening.  The author brings forward the concept of Umwelt, which I might simply define as the nature of the world as experienced by a particular animal. Humans create a rich and consistent Umwelt based on our brains ability to synthesize the input from our many sensory capabilities. Reasonably, we can assume that all animals do the same, based on their sensory inputs. And given the striking differences in sensory capabilities one can imagine the variety of umwelts that exist. But of course, due to our limitations, we are unable to grasp the character of other Umwelts.  However, the Umwelt concept stays in the background throughout, it never interferes with the rich and detailed information being shared by the author. Even the footnotes make for good reading. In addition to what I have just learned I am keeping this available as a reference."
B09NXV9W12046,B09NXV9W12,Sean M. Carroll,"The Biggest Ideas in the Universe: Space, Time, and Motion",sm,2022,4.0,92,"Sean Carroll is the author of several books about physics. Although he is justly famous for his popular physics books, he is also the author of one of the best General Relativity textbooks, Spacetime and Geometry: An Introduction to General Relativity. There are equations on almost every page of Spacetime and Geometry, but very few in his previous popular physics books. I say ""previous"" because, with The Biggest Ideas in the Universe, that changes. Carroll argues, incontrovertibly, that without the math you do not really understand the physics. He proposes to fix that,  ""The Biggest Ideas in the Universe is dedicated to the idea that it is possible to learn about modern physics for real, equations and all, even if you are more amateur than professional and have every intention of staying that way. It is meant for people who have no more mathematical experience than high school algebra, but are willing to look at an equation and think about what it means. If you’re willing to do that bit of thinking, a new world opens up.""  The Biggest Ideas series (this one is intended as the first book of a trilogy, which he likens to The Lord of the Rings -- no hubris here!) will present the Biggest Ideas in the Universe together with the math necessary to understand them. He proposes to do that using this One Weird Trick,  'Most popular books assume that you don’t want to make the effort to follow the equations. Textbooks, on the other hand, assume that you don’t want to just understand the equations, you want to solve them. And solving these equations, it turns out, is enormously more work and requires enormously more practice and learning than “merely” understanding them does.'  And,... We are Off! Starting with first-year calculus and proceeding all the way to tensor calculus, Carroll teaches you the mathematical basis of classical physics, up to and including General Relativity.  I am a 66-year-old retired professor with a PhD in Applied Mathematics. There was little here that was new to me. (But I was happy to read because Carroll is an insightful thinker who frequently manages to tell me something I already knew but did not know I knew.) I asked myself, as one does, ""Who is this book intended for?"" And in a flash I realized, ""I would have loved this when I was in high school."" It would have been extremely challenging for sixteen-year-old me, mind-breakingly hard work, but in return I would have perceived (accurately) that I was being initiated into the Deep Magic That Makes The Universe Run. Mind blown, I'd have gobbled it down and asked for more.  There is almost nothing out there like this. Two other books come to mind, Roger Penrose's The Road to Reality: A Complete Guide to the Laws of the Universe and Leonard Susskind's The Theoretical Minimum: What You Need to Know to Start Doing Physics. The Road to Reality is to 66-year-old me what The Biggest Ideas would have been to 16-year-old me: super-challenging, but full of insight. It is not accessible to most readers. As for The Theoretical Minimum, although there is a book, it originated as a series of truly excellent YouTube lectures, and should really be consumed in that form. It is aimed higher than The Biggest Ideas: Susskind assumes his watchers are facile with basic calculus. 16-year-old me would not really have been able to follow. It's also a big time commitment. I estimate the entire series comes to well over a hundred hours of lectures. This first installment of The Biggest Ideas took me two evenings to read, perhaps six hours, or, say, twenty when the full trilogy is available.  Some of the footnotes of The Biggest Ideas were a delight. For instance, I learned that Carroll is responsible for Natalie Portman's mentioning Einstein-Rosen bridges in the 2011 film Thor. Also, one footnote is a joke that literally made me laugh out loud. I will not spoil it.  Thanks to Penguin Group Dutton for an advanced reader copy. This review expresses my honest opinions."
B09NXV9W12047,B09NXV9W12,Sean M. Carroll,"The Biggest Ideas in the Universe: Space, Time, and Motion",sm,2022,4.0,38,"In reading the professional reviews of Carroll’s books I get the impression that he is the Carl Sagan of physics. His enthusiasm is palpable, his desire to bring physics into the mainstream is obviously sincere, and he makes a laudatory attempt to explain that physics is often, but not always, as advanced as the mass audience is often led to believe.  Contrary to what the Wall Street Journal writes in its Amazon review, however, this book is not “reader-friendly,” assuming, of course, you do not have an advanced degree in physics or some variation of advanced calculus. For the rest of us, it is a very challenging read. And while that is not meant with any disrespect to the author, who is obviously brilliant and sincere, it is a warning to any potential reader looking for a comfortable winter read in front of the fire.  I will, however, give Carroll great credit for not over-playing the hand of physics. He openly admits that physics, and by implication, science in general, is not the hard, granite-like “truth” that contemporary society often portrays it to be. “The science says” is often used today, with great exaggeration, in many news articles attempting to reinforce a conclusion that is far from conclusive in any final sense. Science is not like the ancient bone we dig up at an archeological dig. It is more like the conjecture we assign to that bone.  Science, in fact, is not a body of knowledge at all. It is a methodology, or the outline of one, for discovering knowledge. But it is the equation, not its solution. And it is an equation that can take many different forms. There is not one equation, or very, very few, that rise to the level of “law.”  Mathematics is no different. We didn’t “discover” it buried deep in the earth somewhere. We – humans – developed it. As the author notes, equations are “just a way to compactly summarize a relationship between different quantities.” And “A function is simply a map from one quantity to another quantity.” Mathematics, in other words, is simply a system or notation used to attempt to understand the world around us – emphasis on attempt.  As a result, there are several models of reality, all mathematically “sound”, but often burdened by gaps and even contradictions between models. As Carroll notes, “We don’t know the final laws of physics, so we should be open to different possibilities while we think about what they might be.”  And that, to me, is the money line of the book, which extends far beyond physics itself. “Science is empirical and fallibilistic – any of our scientific theories could be wrong, no matter how much evidence we have so far accumulated for them.” Which is why so many, and I do mean many, scientific theories are ultimately proven wrong and why things like clinical drug trials are often impossible to replicate.  I attribute this to the infinitely broad umbrella of context. Nothing that we can observe or measure exists in total isolation. Context cannot, and in my mind never will be, reduced to notation, no matter how complex that notational language may be. Context is of infinite breadth and, perhaps more importantly, depth.  Which is why I believe the title itself, with its use of the concept of “ideas”, is a bit inappropriate. Spacetime, to me, is not an idea. Beauty is an idea. Spacetime is a system for explaining one component of reality, but not, of and by itself, a piece of reality we found while hiking in the mountains. Ideas, to my way of thinking, are like shiny objects we discover in the rumpled fabric of reality.  Having said all that, this is a very sound book for the right reader. If you are not already proficient in the notational language of calculus and physics, however, you will find it a difficult read. I will confess, however, there are moments of entertainment if you define entertainment as anything that brings anything positioned “beyond” us down to our very human level of understanding.  Perhaps its greatest contribution, however, is that it does distill the greatest “laws” of physics posed to date into one modest-sized book. And it makes a valiant effort to tie them all together with a bow. That’s no small undertaking given that tomes have been written about most of them individually. For that the author is deserving of our thanks and our admiration and, if you’re up to it, our purchase."
B09NXV9W12048,B09NXV9W12,Sean M. Carroll,"The Biggest Ideas in the Universe: Space, Time, and Motion",sm,2022,3.0,20,"I have followed Sean Carroll for a long time. Loved all of his books. They contain lots of interesting physics and the text is not dummied down. So, I was eager to read The Biggest Ideas. Dr. Carroll promised to give us the ""real stuff"", equations and all, but written for people with no more math experience than high school algebra. I was on board! I am good at math. I learned every bit of algebra plus calculus and differential equations and a few other college math subjects. Plus, I really wanted to learn about quantum field theory and had always been warned that the math is too hard for mere mortals. Surely Sean Carroll, explainer extraordinaire, could come to the rescue!  I did pretty well for the first half of the book, keeping up as best I could given that the equations are in a tiny font that can not be enlarged on a Kindle e-reader. (For those who read on paper, Kindle is designed to allow the reader to choose the font, not the publisher. In this case, the publisher failed completely - not Sean Carroll's fault, but still a major blunder.) By the 40% mark, Sean had covered Space, Time, and now SpaceTime. All fascinating subjects and reasonable math (except for Laplacian and Hamiltonians which are just too obscure to fully understand).  Then the math got tougher. Matrices, partial differentials, and weird things you have never heard of like Rienmannian geometry. The explanation of big ideas quickly dissolved into ""let's derive Einstein's formula for relativistic gravitation from basic principles"". Ugh. I'd seen this before. A professor who cannot rest until every student learns what they know. I have never understood this delight in scribbling equation after equation expecting students to follow the logic. Sean was not as bad as some professors I have had, but once I had failed to understand a paragraph, I was lost for the remainder of the chapter.  To be clear, if you are a math wiz and have a lot of advanced mathematical constructs under your belt, you might be fine. But the promise of giving the ""real stuff"" to people with ordinary math skills never materialized. Unfortunately, there was also no chapter on Quantum Field Theory! So, I am still in the dark on that topic."
B09NXV9W12049,B09NXV9W12,Sean M. Carroll,"The Biggest Ideas in the Universe: Space, Time, and Motion",sm,2022,4.0,17,"Well, at least one reader was a hell of a lot smarter than me at 16. But, as I will be 70 in six months and am now a retired engineer with plenty of calculus, diff eq's, and linear algebra (matrices) well behind me, I could appreciate this book as a refresher course with the addition of a few new concepts that I had not realized previously (WRT momentum, eg.).  I am still enough of a nerd to have found this enjoyable. I liked the evolutionary descriptions from Newtonian to Lagrangian to Hamiltonian mechanics. The break down of the inverse square law as a result of our 3 dimensional space, and area being 2 dimensional was pretty cool and made me have one of those well, duh, why did not I think of that before moments."
B09NXV9W12050,B09NXV9W12,Sean M. Carroll,"The Biggest Ideas in the Universe: Space, Time, and Motion",sm,2022,1.0,13,Something in the ebook version of this is incorrectly file encoded and is not rendering special characters and symbols correctly.  This is occurring multiple times per page and makes the Kindle version unreadable. I would encourage the author to correct this as soon as possible.
